,Rhythm Group,ACC,F1-score,Precision,Recall,specificity,Feature,Time
0,AFIB,0.9098591549295775,0.651685393258427,0.8868501529051988,0.7512953367875647,0.9780415430267062,,
1,SB,0.9384976525821597,0.9550128534704371,0.8855780691299165,0.9189857761286333,0.9289940828402367,,
2,SR,0.9450704225352112,0.8382022471910112,0.8923444976076556,0.8644264194669757,0.973293768545994,,
3,GSVT,0.9333333333333333,0.9372294372294372,0.793040293040293,0.859126984126984,0.9322541966426858,,
4,macro avg,,0.8484586291275394,0.8644532531707659,0.8455324827873281,0.9531458977639056,,
5,micro avg,,0.8633802816901408,0.8633802816901408,0.8633802816901408,0.9544600938967136,,
6,weighted avg,,0.8595698507173773,0.8671859026506623,0.8633802816901408,0.9492033093654818,61.0,73.4312516
