,Rhythm Group,ACC,F1-score,Precision,Recall,specificity
0,AFIB,0.9671361502347418,0.9191011235955057,0.9232505643340858,0.9211711711711713,0.9798219584569733
1,SB,0.9868544600938968,0.9820051413881749,0.9820051413881749,0.9820051413881749,0.9896449704142012
2,SR,0.9793427230046948,0.9370786516853933,0.9630484988452656,0.949886104783599,0.9905044510385757
3,GSVT,0.964319248826291,0.9329004329004329,0.9054621848739496,0.9189765458422176,0.9730215827338129
4,macro avg,,0.9430097407962907,0.9434415973603689,0.9427713373923767,0.9832482406608908
5,micro avg,,0.9488262910798122,0.9488262910798122,0.9488262910798122,0.9829420970266041
6,weighted avg,,0.9489143906004587,0.9491674237213972,0.9488262910798122,0.9841666715637507
