,Rhythm Group,ACC,F1-score,Precision,Recall,specificity
0,AFIB,0.9652582159624413,0.9078651685393259,0.9244851258581236,0.9160997732426304,0.9804154302670623
1,SB,0.9826291079812206,0.9832904884318766,0.9695817490494296,0.9763880025526482,0.9822485207100592
2,SR,0.9746478873239437,0.9213483146067416,0.9557109557109557,0.9382151029748285,0.9887240356083086
3,GSVT,0.9647887323943662,0.9329004329004329,0.9073684210526316,0.919957310565635,0.973621103117506
4,macro avg,,0.9376650473339355,0.9392865629177851,0.9363511011195942,0.9812522724257341
5,micro avg,,0.9436619718309859,0.9436619718309859,0.9436619718309859,0.9812206572769953
6,weighted avg,,0.9435775884432173,0.9437681068474236,0.9436619718309859,0.9813471178719502
