,Rhythm Group,ACC,F1-score,Precision,Recall,specificity
0,AFIB,0.9525821596244132,0.9550561797752809,0.8399209486166008,0.8937960042060988,0.9519287833827893
1,SB,0.9732394366197183,0.9768637532133676,0.951188986232791,0.963855421686747,0.9711538461538461
2,SR,0.9615023474178404,0.8876404494382022,0.9250585480093677,0.9059633027522935,0.9810089020771513
3,GSVT,0.9502347417840376,0.816017316017316,0.9472361809045227,0.8767441860465117,0.987410071942446
4,macro avg,,0.9100897286729127,0.9158511659408205,0.9088944246110416,0.9728754008890582
5,micro avg,,0.9187793427230047,0.9187793427230047,0.9187793427230047,0.9729264475743349
6,weighted avg,,0.9182292129681981,0.9216263018148154,0.9187793427230047,0.9727222608332281
