,Rhythm Group,ACC,F1-score,Precision,Recall,specificity
0,AFIB,0.952112676056338,0.8786516853932584,0.8906605922551253,0.8846153846153847,0.971513353115727
1,SB,0.9774647887323944,0.9897172236503856,0.9506172839506173,0.9697732997481108,0.9704142011834319
2,SR,0.967605633802817,0.8719101123595505,0.97,0.9183431952662721,0.9928783382789318
3,GSVT,0.9544600938967136,0.9155844155844156,0.8794178794178794,0.897136797454931,0.9652278177458034
4,macro avg,,0.9174671692711747,0.9226739389059054,0.9139658592469027,0.9750084275809734
5,micro avg,,0.9258215962441314,0.9258215962441314,0.9258215962441314,0.9752738654147105
6,weighted avg,,0.9254823453875801,0.9266973102151037,0.9258215962441314,0.9742121140797626
