,Rhythm Group,ACC,F1-score,Precision,Recall,specificity
0,AFIB,0.9478873239436619,0.8629213483146068,0.8847926267281107,0.8737201365187715,0.9703264094955489
1,SB,0.9723004694835681,0.9910025706940874,0.93681652490887,0.9631480324797002,0.9615384615384616
2,SR,0.9615023474178404,0.849438202247191,0.9618320610687023,0.9021479713603819,0.9910979228486647
3,GSVT,0.9455399061032864,0.8939393939393939,0.8604166666666667,0.8768577494692145,0.959832134292566
4,macro avg,,0.903968472457017,0.9109644698430874,0.8993253787988198,0.9706987320438103
5,micro avg,,0.9136150234741784,0.9136150234741784,0.9136150234741784,0.9712050078247262
6,weighted avg,,0.9130041115165292,0.914602695985297,0.9136150234741784,0.9691799047010627
