,Rhythm Group,ACC,F1-score,Precision,Recall,specificity
0,AFIB,0.8004694835680751,0.42247191011235957,0.5280898876404494,0.4694132334581773,0.9002967359050446
1,SB,0.9464788732394366,0.9395886889460154,0.9160401002506265,0.9276649746192893,0.9504437869822485
2,SR,0.8755868544600939,0.7640449438202247,0.68,0.7195767195767195,0.9050445103857567
3,GSVT,0.895774647887324,0.7748917748917749,0.7521008403361344,0.7633262260127932,0.9292565947242206
4,macro avg,,0.7199952884167448,0.7190577070568026,0.7252493294425937,0.9212604069993175
5,micro avg,,0.7591549295774648,0.7591549295774648,0.7591549295774648,0.9197183098591549
6,weighted avg,,0.7528077914423693,0.7501172705306487,0.7591549295774648,0.9258866984198055
