,Rhythm Group,ACC,F1-score,Precision,Recall,specificity,Feature,Time
0,AFIB,0.7751173708920188,0.24044943820224718,0.4314516129032258,0.3088023088023088,0.916320474777448,,
1,SB,0.9328638497652583,0.9395886889460154,0.8839177750906893,0.9109034267912772,0.9289940828402367,,
2,SR,0.8624413145539906,0.6337078651685393,0.6844660194174758,0.6581096849474913,0.9228486646884273,,
3,GSVT,0.8737089201877934,0.9047619047619048,0.6500777604976672,0.7565610859728507,0.8651079136690647,,
4,macro avg,,0.658594126628482,0.6624782919772645,0.6796269742696767,0.9083177839937941,,
5,micro avg,,0.7220657276995305,0.7220657276995305,0.7220657276995305,0.9073552425665101,,
6,weighted avg,,0.6988215610242872,0.6969987327479769,0.7220657276995305,0.9112054082756462,102.0,2.1977803999980097
