,Rhythm Group,ACC,F1-score,Precision,Recall,specificity,Feature,Time
0,AFIB,0.9492957746478873,0.8719101123595505,0.8838268792710706,0.8778280542986425,0.96973293768546,,
1,SB,0.9741784037558685,0.9910025706940874,0.9413919413919414,0.965560425798372,0.9644970414201184,,
2,SR,0.9629107981220657,0.851685393258427,0.9668367346938775,0.9056152927120669,0.9922848664688427,,
3,GSVT,0.9474178403755869,0.8982683982683982,0.8645833333333334,0.881104033970276,0.9610311750599521,,
4,macro avg,,0.9075269516948394,0.9141597221725558,0.9032166186451157,0.9718865051585933,,
5,micro avg,,0.9169014084507042,0.9169014084507042,0.9169014084507042,0.9723004694835681,,
6,weighted avg,,0.9163889034672142,0.918021473529264,0.9169014084507042,0.9706446121836687,138.0,318.9419893999984
